-6.381335320386176235e+00,-6.411417690873904895e+00,-6.335004164095531465e+00,-6.222676471484380301e+00,-6.263999585520146240e+00,-6.237974002681236030e+00,-6.158955102307888119e+00,-6.130855753568111410e+00,-6.178134526293680651e+00,-6.117095495062666366e+00,-6.081297232858235979e+00,-6.090127908043683647e+00,-6.050987185242472144e+00,-6.017431064387976924e+00,-5.965184738087501159e+00,-5.875331934468244199e+00,-5.854069556535725916e+00,-5.766797399813221148e+00,-5.710527353500975956e+00,-5.683529598520598469e+00,-5.502504041192541884e+00,-5.458942995448856195e+00,-5.325988807522572088e+00,-5.253883086341867958e+00,-5.204831528945053520e+00,-5.059289610234142920e+00,-4.972232850720089914e+00,-4.860114774949365390e+00,-4.800317634977593784e+00,-4.721874282530112765e+00,-4.653314459613512533e+00,-4.560364825555366153e+00,-4.471588223184792099e+00,-4.394044296367313862e+00,-4.392386047144536398e+00,-4.219000477166246377e+00,-4.171143147018012698e+00,-4.073680236813156164e+00,-4.004323737776769754e+00,-3.972413324269389534e+00,-3.868611313189118217e+00,-3.781074955147866401e+00,-3.717862773348602268e+00,-3.637227010393365045e+00,-3.537640901710369601e+00,-3.473353094787799300e+00,-3.340125796539811898e+00,-3.259696954055469220e+00,-3.100903544466132367e+00,-3.069571426987296903e+00,-2.902299653627694820e+00,-2.804713464152476021e+00,-2.714725664769344071e+00,-2.573705223582970270e+00,-2.436789371976672225e+00,-2.392844097242574630e+00,-2.293172407964086723e+00,-2.129104863039443796e+00,-2.052599298467313371e+00,-1.954072243134036269e+00
-6.448749182426930737e+00,-6.423707816118944258e+00,-6.429909802542989716e+00,-6.340679919312416146e+00,-6.448749182426930737e+00,-6.335004164095531465e+00,-6.346387958007907670e+00,-6.253508247379748752e+00,-6.296148012481872058e+00,-6.301607635633170723e+00,-6.182987171462198894e+00,-6.182987171462198894e+00,-6.168499025907530076e+00,-6.117095495062666366e+00,-6.034069052429905433e+00,-5.949640448084585920e+00,-5.961276071955882827e+00,-5.911799854397538745e+00,-5.789559027633588428e+00,-5.766797399813221148e+00,-5.645768079595573141e+00,-5.579569235011089923e+00,-5.447169317589379389e+00,-5.334327804071070211e+00,-5.206674764875916850e+00,-5.165107853704196117e+00,-5.045036720813588005e+00,-4.946225187753756636e+00,-4.860114774949365390e+00,-4.767492773554874219e+00,-4.664065135431044951e+00,-4.596130451427259622e+00,-4.520162371556497583e+00,-4.442469155039071360e+00,-4.334407538786629210e+00,-4.258227554988703645e+00,-4.192063463367872167e+00,-4.079165843549056980e+00,-4.007170288935965274e+00,-3.933458286148211247e+00,-3.870109291034740995e+00,-3.797725679685804767e+00,-3.699024505978629307e+00,-3.628460768764111943e+00,-3.517085018556741272e+00,-3.434648054320751598e+00,-3.348631684278822185e+00,-3.249913381015998137e+00,-3.194320836123637708e+00,-3.024754352145006209e+00,-2.982342174882659958e+00,-2.839243598443284888e+00,-2.688086756855577075e+00,-2.631954230476800660e+00,-2.490031080161958066e+00,-2.340797763636528916e+00,-2.284557536875404082e+00,-2.170511473301552918e+00,-2.012276326400346704e+00,-1.940982120100047004e+00
-6.548649811284539268e+00,-6.455108425880434986e+00,-6.448749182426930737e+00,-6.494134486956352426e+00,-6.436150368369427888e+00,-6.436150368369427888e+00,-6.387280072784431439e+00,-6.352128650197396809e+00,-6.307097119681163377e+00,-6.363709507258435316e+00,-6.232848882426170967e+00,-6.258740210547642846e+00,-6.182987171462198894e+00,-6.112550317798547184e+00,-6.144807156876343157e+00,-6.126248022522072567e+00,-6.013314258025886261e+00,-5.911799854397538745e+00,-5.889760783430347146e+00,-5.806138481293728226e+00,-5.680574054225188796e+00,-5.535178110358323522e+00,-5.475660524475009616e+00,-5.374906763152854872e+00,-5.265548944274262233e+00,-5.161572797145523417e+00,-5.072129458752822728e+00,-4.950513746285860606e+00,-4.915317788257769216e+00,-4.729913072579534195e+00,-4.700369371841472521e+00,-4.634244443187751195e+00,-4.527699005398418741e+00,-4.440730706016228879e+00,-4.359772113290837581e+00,-4.261868929201637179e+00,-4.206480438322327764e+00,-4.087141212077209929e+00,-4.015182454917910704e+00,-3.918694744970227184e+00,-3.849330900118034915e+00,-3.782452440172639818e+00,-3.677187944729857882e+00,-3.631242129444870681e+00,-3.539463206721788158e+00,-3.420203077720636919e+00,-3.331086520783171689e+00,-3.236638318458786134e+00,-3.151048099982407980e+00,-3.048784016546229658e+00,-2.900881592846187296e+00,-2.870722046919624404e+00,-2.678732963703945646e+00,-2.591615280440540570e+00,-2.486923369724689969e+00,-2.343923230702963156e+00,-2.224975425673388241e+00,-2.213327984902798029e+00,-2.041048599955886278e+00,-1.934983566410222622e+00
-6.514232094924315319e+00,-6.474431675537769770e+00,-6.591573599834104513e+00,-6.363709507258435316e+00,-6.455108425880434986e+00,-6.369550444748690587e+00,-6.393260256549038623e+00,-6.329360328595712737e+00,-6.285317059309078580e+00,-6.248303411215516689e+00,-6.296148012481872058e+00,-6.307097119681163377e+00,-6.168499025907530076e+00,-6.112550317798547184e+00,-6.163715726160889474e+00,-6.112550317798547184e+00,-6.081297232858235979e+00,-5.945791645659382674e+00,-5.911799854397538745e+00,-5.763587365734587742e+00,-5.770017706690804715e+00,-5.579569235011089923e+00,-5.550623264113994537e+00,-5.492659877227331400e+00,-5.317718113036653094e+00,-5.232839295571589666e+00,-5.128591866854175230e+00,-5.115020459883142578e+00,-4.969309952306098843e+00,-4.825334429196292518e+00,-4.747355882327011223e+00,-4.649045741490135164e+00,-4.567221814815326297e+00,-4.477872977686987888e+00,-4.342266835429832383e+00,-4.290723036591743700e+00,-4.244506696223368181e+00,-4.161832607980481491e+00,-4.083452629480402329e+00,-4.002052108620921977e+00,-3.915036363514150963e+00,-3.806151503555828874e+00,-3.744108631857935965e+00,-3.670972289566678537e+00,-3.585308786179728369e+00,-3.494819206593339445e+00,-3.407883249683279381e+00,-3.341639769161562246e+00,-3.228969110705087964e+00,-3.113102831492681410e+00,-3.055747152817282597e+00,-2.901286569282286454e+00,-2.858960139795986510e+00,-2.679731514610078413e+00,-2.592541222459419981e+00,-2.499403606492410557e+00,-2.381943482447477223e+00,-2.235357525261622680e+00,-2.225998366030079278e+00,-2.023379454249632836e+00
-6.480956371932562021e+00,-6.527857776423376279e+00,-6.461508239653737107e+00,-6.405328628320416939e+00,-6.461508239653737107e+00,-6.375425581280208753e+00,-6.346387958007907670e+00,-6.387280072784431439e+00,-6.318166992133389392e+00,-6.187863381705689392e+00,-6.243125421669558861e+00,-6.248303411215516689e+00,-6.192763387491787341e+00,-6.108025615244850215e+00,-6.072543506984357187e+00,-6.090127908043683647e+00,-6.046730870755429699e+00,-6.042492510939843520e+00,-5.908092965392843787e+00,-5.766797399813221148e+00,-5.757197854451294283e+00,-5.674688866339431925e+00,-5.537735921841785647e+00,-5.482910897618580748e+00,-5.372729868703794764e+00,-5.230947774037882247e+00,-5.128591866854175230e+00,-5.048186742444410235e+00,-4.923654135738429360e+00,-4.865370219799823204e+00,-4.725311707348231138e+00,-4.658675621774997389e+00,-4.566239421077582072e+00,-4.479675736299610023e+00,-4.403212935854527110e+00,-4.308127167194895080e+00,-4.208556572543515450e+00,-4.149329788133318431e+00,-4.103278890955866842e+00,-3.933458286148211247e+00,-3.893352036013246309e+00,-3.805211940963463491e+00,-3.737045280342747411e+00,-3.661102981174817472e+00,-3.577339532119951482e+00,-3.501133375100876854e+00,-3.419551110239207770e+00,-3.310580327909789844e+00,-3.238564144479142648e+00,-3.119007196454503639e+00,-3.018434001639124897e+00,-2.945281403713965851e+00,-2.803970394160086421e+00,-2.737438660101710663e+00,-2.603866393216670350e+00,-2.457937904939886842e+00,-2.380523308338392763e+00,-2.259770584633213897e+00,-2.086865447246634364e+00,-2.062753903467341221e+00
-6.562754579606663974e+00,-6.555677398213521023e+00,-6.514232094924315319e+00,-6.521021796681482741e+00,-6.411417690873904895e+00,-6.467949145558245405e+00,-6.429909802542989716e+00,-6.340679919312416146e+00,-6.500789044747705248e+00,-6.312616793675134730e+00,-6.340679919312416146e+00,-6.243125421669558861e+00,-6.168499025907530076e+00,-6.173305219064586069e+00,-6.094572527712514898e+00,-6.072543506984357187e+00,-6.059554292730700453e+00,-5.973047966678910470e+00,-5.893400579107035853e+00,-5.799473878193309950e+00,-5.668837877192530073e+00,-5.598431996085411200e+00,-5.517452896464707379e+00,-5.426316934292224836e+00,-5.334327804071070211e+00,-5.202991647317674051e+00,-5.115020459883142578e+00,-4.978104047326275428e+00,-4.909798028345863763e+00,-4.799082812759537298e+00,-4.683706889531298323e+00,-4.583070059801321428e+00,-4.498799058824341834e+00,-4.368638045662904368e+00,-4.298253855634695419e+00,-4.231674596783912889e+00,-4.153261705350908883e+00,-4.021521455679860857e+00,-3.950051902244895441e+00,-3.895909948829462621e+00,-3.786134622093731306e+00,-3.704128798487384078e+00,-3.601043156959573999e+00,-3.542385428158065785e+00,-3.452311506905410887e+00,-3.391251451577115716e+00,-3.285269608420597898e+00,-3.172080686462180221e+00,-3.121476796693042566e+00,-3.024075435810571477e+00,-2.895428738934215485e+00,-2.798043372245068827e+00,-2.685573784649620599e+00,-2.546380844643969077e+00,-2.504547465976230125e+00,-2.334322468780757998e+00,-2.222024986605532160e+00,-2.124586605875324885e+00,-1.979145102177339632e+00,-1.877989277781759725e+00
-6.514232094924315319e+00,-6.521021796681482741e+00,-6.474431675537769770e+00,-6.448749182426930737e+00,-6.461508239653737107e+00,-6.417543934268116423e+00,-6.399276297287018522e+00,-6.448749182426930737e+00,-6.381335320386176235e+00,-6.290717926528428983e+00,-6.369550444748690587e+00,-6.202635724617385549e+00,-6.258740210547642846e+00,-6.112550317798547184e+00,-6.149501027584450163e+00,-6.001064072859853660e+00,-5.919254886830169760e+00,-5.908092965392843787e+00,-5.878919783844468228e+00,-5.725844989919818495e+00,-5.660124650609714259e+00,-5.590304674289447995e+00,-5.612124956413290455e+00,-5.487773605036921687e+00,-5.334327804071070211e+00,-5.251951803841635957e+00,-5.173999928643712387e+00,-5.048186742444410235e+00,-4.893416615289615912e+00,-4.777108683584932791e+00,-4.697014995841858997e+00,-4.592094037665342299e+00,-4.506179247822214684e+00,-4.384956943134725726e+00,-4.293728745120327872e+00,-4.234512381703245509e+00,-4.119672532756377237e+00,-4.011168633101391379e+00,-3.938782182517686081e+00,-3.872109948687809666e+00,-3.784291911643284489e+00,-3.713981902775617794e+00,-3.630049219292482920e+00,-3.538369447766974041e+00,-3.449961752492973766e+00,-3.377377608273087528e+00,-3.276392636812903270e+00,-3.199089523969357085e+00,-3.104062292961776937e+00,-3.022267034052843471e+00,-2.932295030589895823e+00,-2.832557064923507006e+00,-2.741297857952395223e+00,-2.665336846964454942e+00,-2.524622165899883974e+00,-2.458213263095295975e+00,-2.316446471059840029e+00,-2.170076473176008935e+00,-2.103779666859772579e+00,-2.012468620721396206e+00
-6.569882061445295740e+00,-6.628802670416441778e+00,-6.514232094924315319e+00,-6.507488047870886305e+00,-6.487523787752013327e+00,-6.494134486956352426e+00,-6.467949145558245405e+00,-6.399276297287018522e+00,-6.455108425880434986e+00,-6.375425581280208753e+00,-6.323748055165123283e+00,-6.340679919312416146e+00,-6.375425581280208753e+00,-6.182987171462198894e+00,-6.192763387491787341e+00,-6.130855753568111410e+00,-6.094572527712514898e+00,-5.992979463299808351e+00,-5.969108663024084827e+00,-5.926765612102287584e+00,-5.819601621182152407e+00,-5.692448647530722106e+00,-5.587610071529503841e+00,-5.500033974535762482e+00,-5.435531485731984525e+00,-5.293304824724492263e+00,-5.219672380491136465e+00,-5.099967042580443533e+00,-5.040329979237146318e+00,-4.888014371505429168e+00,-4.789257859047849841e+00,-4.702611776612902972e+00,-4.557440153322246168e+00,-4.460903365811180521e+00,-4.384134800540212318e+00,-4.290723036591743700e+00,-4.181887712688765468e+00,-4.142159948685494086e+00,-4.030811584385340041e+00,-3.925523197631729300e+00,-3.855225469683408956e+00,-3.787980583223236053e+00,-3.686790530787826814e+00,-3.602978114856228764e+00,-3.524971728376213420e+00,-3.427401124594136039e+00,-3.365538650942977661e+00,-3.288148812760911976e+00,-3.208422407385212782e+00,-3.106742222503333206e+00,-3.008574626465218227e+00,-2.935423014458410584e+00,-2.808063346060513776e+00,-2.746228571655879414e+00,-2.631315493248761239e+00,-2.451211495340810842e+00,-2.446157476220174321e+00,-2.278254476420292107e+00,-2.166385032242418962e+00,-2.095243378187251260e+00
-6.606299774460842933e+00,-6.569882061445295740e+00,-6.474431675537769770e+00,-6.507488047870886305e+00,-6.507488047870886305e+00,-6.500789044747705248e+00,-6.500789044747705248e+00,-6.436150368369427888e+00,-6.436150368369427888e+00,-6.393260256549038623e+00,-6.279945097482845462e+00,-6.212606095751518787e+00,-6.232848882426170967e+00,-6.173305219064586069e+00,-6.192763387491787341e+00,-6.154216939917114715e+00,-6.038271954596959645e+00,-5.980973196914367129e+00,-5.897053597911095402e+00,-5.786275671645002561e+00,-5.789559027633588428e+00,-5.710527353500975956e+00,-5.631613295533433927e+00,-5.553220626478907462e+00,-5.449513083970002114e+00,-5.344849343833876887e+00,-5.227175317248108577e+00,-5.156293268823908704e+00,-5.035645005087937776e+00,-4.937702085397381424e+00,-4.774696169336736240e+00,-4.724164608830771606e+00,-4.607313636144475311e+00,-4.490559525108470673e+00,-4.416697309330714916e+00,-4.318867172344578620e+00,-4.216903207146930121e+00,-4.127327467608811418e+00,-4.019788789372911175e+00,-3.940384681647662646e+00,-3.860163180717347320e+00,-3.777410499842152714e+00,-3.686371198595026488e+00,-3.630446706077842922e+00,-3.562696937532927599e+00,-3.456351754015877908e+00,-3.405307607609429077e+00,-3.303538418355761674e+00,-3.217296177050536166e+00,-3.135410740862060397e+00,-3.051563980218428451e+00,-2.938350424650536752e+00,-2.853319140551796362e+00,-2.744817613932998057e+00,-2.655676536716596203e+00,-2.533394630680977144e+00,-2.451348389059110566e+00,-2.381685144308823610e+00,-2.195669988766936420e+00,-2.086051010705524345e+00
-6.659614381150888995e+00,-6.644090168781597860e+00,-6.507488047870886305e+00,-6.423707816118944258e+00,-6.381335320386176235e+00,-6.480956371932562021e+00,-6.527857776423376279e+00,-6.521021796681482741e+00,-6.405328628320416939e+00,-6.340679919312416146e+00,-6.411417690873904895e+00,-6.329360328595712737e+00,-6.274601732722261183e+00,-6.274601732722261183e+00,-6.168499025907530076e+00,-6.140135122274422486e+00,-6.103521203357393787e+00,-6.021564805880788462e+00,-5.908092965392843787e+00,-5.754018248040159378e+00,-5.689466843377950056e+00,-5.716626465594555562e+00,-5.598431996085411200e+00,-5.456577239125428136e+00,-5.368390114528545531e+00,-5.301377196618743071e+00,-5.184774654748333766e+00,-5.072129458752822728e+00,-5.021718683951937656e+00,-4.860114774949365390e+00,-4.796617658817184271e+00,-4.685912867441191842e+00,-4.599168274756311625e+00,-4.459133352844283138e+00,-4.375949429646824207e+00,-4.256048901566913401e+00,-4.171811412557067555e+00,-4.098909291374215336e+00,-4.019211876952867080e+00,-3.896422286106471677e+00,-3.840551008832590263e+00,-3.716136170673245420e+00,-3.649299702154961800e+00,-3.573565655764376459e+00,-3.469589432303755494e+00,-3.395703853388661209e+00,-3.313528115024026999e+00,-3.275822430749421255e+00,-3.146232123726030672e+00,-3.073350585616147601e+00,-2.991529772071880977e+00,-2.900274403519106592e+00,-2.801002994975714699e+00,-2.714554010772048720e+00,-2.576290488455591721e+00,-2.490314005222361349e+00,-2.403186926757780562e+00,-2.244095421926632916e+00,-2.203127387721858899e+00,-2.010546947690818431e+00
